@timestamp;@version;capacity_bytes;date;failure;model;serial_number;lifetime
2018-01-10T07:19:58.601Z;1;4000787030016.0;2016-10-21T21:00:00.000Z;1;ST4000DM000;Z30149E5;1401
2018-01-10T07:15:00.966Z;1;4000787030016.0;2016-10-18T21:00:00.000Z;1;ST4000DM000;Z302510P;104
2018-01-10T07:17:56.446Z;1;4000787030016.0;2016-10-20T21:00:00.000Z;1;HGST HMS5C4040ALE640;PL1331LAGRZ3DH;177
2018-01-10T07:19:58.771Z;1;8001563222016.0;2016-10-21T21:00:00.000Z;1;ST8000DM002;ZA10MCVX;140
2018-01-10T07:13:49.530Z;1;4000787030016.0;2016-10-17T21:00:00.000Z;1;ST4000DM000;Z3024TSW;2
2018-01-10T07:15:13.606Z;1;4000787030016.0;2016-10-18T21:00:00.000Z;1;ST4000DM000;Z3029FAJ;427
2018-01-10T07:16:53.359Z;1;4000787030016.0;2016-10-19T21:00:00.000Z;1;ST4000DM000;Z304Z59F;475
2018-01-10T07:18:40.415Z;1;4000787030016.0;2016-10-20T21:00:00.000Z;1;Hitachi HDS5C4040ALE630;PL1321LAG320VH;1368
2018-01-10T07:20:41.301Z;1;4000787030016.0;2016-10-22T21:00:00.000Z;1;ST4000DM000;Z300GZ1G;510
2018-01-10T07:20:44.333Z;1;4000787030016.0;2016-10-22T21:00:00.000Z;1;ST4000DM000;W3006NXV;133
2018-01-10T07:20:48.556Z;1;4000787030016.0;2016-10-22T21:00:00.000Z;1;HGST HMS5C4040BLE640;PL1331LAHBN1MH;118
2018-01-01T13:58:10.571Z;1;4000787030016.0;2017-03-27T21:00:00.000Z;1;HGST HMS5C4040BLE640;PL1331LAHG20PH;624
2018-01-01T13:59:00.849Z;1;4000787030016.0;2017-03-27T21:00:00.000Z;1;ST4000DM000;Z305B6WJ;1865
2018-01-10T06:48:56.972Z;1;4000787030016.0;2016-09-30T21:00:00.000Z;1;ST4000DM000;Z300W5HA;147
2018-01-10T06:48:35.341Z;1;4000787030016.0;2016-09-30T21:00:00.000Z;1;ST4000DM000;Z3025KXS;30
2018-01-01T13:55:16.438Z;1;4000787030016.0;2017-03-24T22:00:00.000Z;1;ST4000DM000;Z302SVG2;90
2018-01-10T06:51:40.876Z;1;4000787030016.0;2016-10-01T21:00:00.000Z;1;ST4000DM000;Z3025LF2;519
2018-01-01T13:58:30.407Z;1;4000787030016.0;2017-03-27T21:00:00.000Z;1;ST4000DM000;Z300YMWV;818
2018-01-01T14:01:47.457Z;1;4000787030016.0;2017-03-29T21:00:00.000Z;1;ST4000DM000;Z305B1MN;1165
2018-01-01T14:04:17.636Z;1;4000787030016.0;2017-03-30T21:00:00.000Z;1;ST4000DM000;Z305PEAL;223
2018-01-01T14:04:13.055Z;1;4000787030016.0;2017-03-30T21:00:00.000Z;1;ST4000DM000;Z305AQGZ;298
2018-01-01T13:59:31.681Z;1;500107862016.0;2017-03-27T21:00:00.000Z;1;TOSHIBA MQ01ABF050;96HCTBI8T;185
2018-01-01T13:59:40.250Z;1;4000787030016.0;2017-03-27T21:00:00.000Z;1;ST4000DM000;Z3023WL1;1490
2018-01-01T13:57:52.803Z;1;4000787030016.0;2017-03-26T21:00:00.000Z;1;ST4000DM000;Z305ACJX;319
2018-01-10T06:53:13.286Z;1;4000787030016.0;2016-10-02T21:00:00.000Z;1;ST4000DM000;Z30111K5;39
2018-01-01T14:03:06.967Z;1;4000787030016.0;2017-03-30T21:00:00.000Z;1;ST4000DM000;Z302BPKE;261
2018-01-10T07:04:59.466Z;1;4000787030016.0;2016-10-10T21:00:00.000Z;1;ST4000DM000;Z3015332;28
2018-01-10T07:23:33.638Z;1;4000787030016.0;2016-10-24T21:00:00.000Z;1;ST4000DM000;S30115XM;787
2018-01-10T07:35:09.971Z;1;4000787030016.0;2016-11-03T22:00:00.000Z;1;ST4000DM000;W300J82G;1364
2018-01-10T07:35:14.885Z;1;4000787030016.0;2016-11-03T22:00:00.000Z;1;ST4000DM000;Z3015CBJ;529
2018-01-10T07:37:41.737Z;1;4000787030016.0;2016-11-05T22:00:00.000Z;1;ST4000DM000;Z304GHJH;838
2018-01-10T07:25:47.835Z;1;4000787030016.0;2016-10-26T21:00:00.000Z;1;ST4000DM000;Z303YMJH;1376
2018-01-10T07:25:47.919Z;1;4000787030016.0;2016-10-26T21:00:00.000Z;1;ST4000DM000;S300YC4L;1101
2018-01-10T07:28:06.748Z;1;4000787030016.0;2016-10-28T21:00:00.000Z;1;ST4000DM000;Z3025LGC;914
2018-01-10T07:31:42.018Z;1;8001563222016.0;2016-10-31T22:00:00.000Z;1;ST8000DM002;ZA13EX9B;1566
2018-01-10T07:37:16.987Z;1;4000787030016.0;2016-11-04T22:00:00.000Z;1;ST4000DM000;W3009F9G;1260
2018-01-10T07:31:10.761Z;1;4000787030016.0;2016-10-30T22:00:00.000Z;1;ST4000DM000;Z3040ECY;624
2018-01-10T07:31:14.197Z;1;4000787030016.0;2016-10-31T22:00:00.000Z;1;ST4000DM000;Z3016SXX;4241
2018-01-10T07:27:48.791Z;1;4000787030016.0;2016-10-28T21:00:00.000Z;1;ST4000DM000;Z303JAKC;825
2018-01-10T07:38:12.281Z;1;4000787030016.0;2016-11-05T22:00:00.000Z;1;ST4000DX000;Z1Z0449D;67
2018-01-10T07:08:44.280Z;1;8001563222016.0;2016-10-13T21:00:00.000Z;1;ST8000DM002;ZA11VKXY;613
2018-01-10T07:15:45.565Z;1;4000787030016.0;2016-10-18T21:00:00.000Z;1;ST4000DM000;Z300GPAX;333
2018-01-10T07:58:33.377Z;1;4000787030016.0;2016-11-21T22:00:00.000Z;1;ST4000DM000;Z3015BWW;910
2018-01-10T07:56:58.968Z;1;8001563222016.0;2016-11-20T22:00:00.000Z;1;ST8000DM002;ZA10RYAN;478
2018-01-10T07:53:34.469Z;1;4000787030016.0;2016-11-17T22:00:00.000Z;1;ST4000DM000;Z3053NY5;1130
2018-01-10T07:42:34.540Z;1;4000787030016.0;2016-11-08T22:00:00.000Z;1;ST4000DM000;Z302F0C2;1213
2018-01-10T07:42:30.762Z;1;4000787030016.0;2016-11-08T22:00:00.000Z;1;ST4000DM000;Z304KCJV;422
2018-01-10T07:51:06.818Z;1;4000787030016.0;2016-11-15T22:00:00.000Z;1;ST4000DM000;Z305Y09F;35
2018-01-10T07:53:51.286Z;1;3000592982016.0;2016-11-17T22:00:00.000Z;1;Hitachi HDS723030ALA640;MK0333YHGPJERC;1180
2018-01-10T07:40:38.082Z;1;4000787030016.0;2016-11-07T22:00:00.000Z;1;ST4000DM000;Z304GM4F;174
2018-01-10T07:48:26.190Z;1;6001175126016.0;2016-11-13T22:00:00.000Z;1;WDC WD60EFRX;WD-WX21D947NCPV;252
2018-01-10T07:53:11.588Z;1;6001175126016.0;2016-11-17T22:00:00.000Z;1;WDC WD60EFRX;WD-WXL1H640V69F;975
2018-01-10T08:17:56.776Z;1;4000787030016.0;2016-12-03T22:00:00.000Z;1;ST4000DM000;Z300CWB9;255
2018-01-10T08:14:23.401Z;1;4000787030016.0;2016-12-01T22:00:00.000Z;1;ST4000DM000;Z300K09B;1322
2018-01-10T08:18:57.903Z;1;500107862016.0;2016-12-04T22:00:00.000Z;1;ST500LM012 HN;S2ZYJ9GGB04754;595
2018-01-10T08:18:34.885Z;1;3000592982016.0;2016-12-04T22:00:00.000Z;1;Hitachi HDS723030ALA640;MK0301YHGNLU7D;2278
2018-01-10T08:41:51.142Z;1;4000787030016.0;2016-12-20T22:00:00.000Z;1;ST4000DM000;Z30111HJ;294
2018-01-10T08:42:18.792Z;1;4000787030016.0;2016-12-20T22:00:00.000Z;1;ST4000DM000;Z302A1AJ;1628
2018-01-10T08:42:19.870Z;1;4000787030016.0;2016-12-20T22:00:00.000Z;1;ST4000DM000;Z300GPS8;1888
2018-01-10T08:43:52.319Z;1;4000787030016.0;2016-12-21T22:00:00.000Z;1;ST4000DM000;Z300GPXH;526
2018-01-10T08:46:59.648Z;1;4000787030016.0;2016-12-23T22:00:00.000Z;1;ST4000DM000;Z300NX58;296
2018-01-10T08:34:04.975Z;1;4000787030016.0;2016-12-14T22:00:00.000Z;1;ST4000DM000;Z3040DVG;201
2018-01-10T08:35:53.865Z;1;8001563222016.0;2016-12-16T22:00:00.000Z;1;ST8000DM002;ZA120N5Z;308
2018-01-10T08:36:29.412Z;1;4000787030016.0;2016-12-16T22:00:00.000Z;1;ST4000DM000;Z30250NN;1651
2018-01-10T08:26:09.964Z;1;4000787030016.0;2016-12-08T22:00:00.000Z;1;ST4000DM000;Z3012WZ8;2156
2018-01-10T08:32:11.649Z;1;4000787030016.0;2016-12-13T22:00:00.000Z;1;ST4000DM000;W300CSSV;969
2018-01-10T08:36:04.440Z;1;4000787030016.0;2016-12-16T22:00:00.000Z;1;ST4000DM000;W300AZX3;518
2018-01-10T08:24:57.198Z;1;4000787030016.0;2016-12-08T22:00:00.000Z;1;ST4000DM000;Z300WFDN;126
2018-01-10T08:49:16.199Z;1;4000787030016.0;2016-12-25T22:00:00.000Z;1;ST4000DM000;Z300GYMW;676
2018-01-10T08:51:56.605Z;1;4000787030016.0;2016-12-27T22:00:00.000Z;1;ST4000DM000;Z303PFVQ;2422
2018-01-10T11:12:56.088Z;1;4000787030016.0;2016-07-14T21:00:00.000Z;1;ST4000DM000;Z304JLDJ;51
2018-01-10T11:17:40.716Z;1;4000787030016.0;2016-07-17T21:00:00.000Z;1;ST4000DX000;Z1Z03EM1;273
2018-01-10T11:31:32.190Z;1;4000787030016.0;2016-07-26T21:00:00.000Z;1;ST4000DM000;Z302G5Q4;1742
2018-01-10T11:31:32.191Z;1;4000787030016.0;2016-07-26T21:00:00.000Z;1;ST4000DM000;Z3052GC6;46
2018-01-10T10:49:23.817Z;1;4000787030016.0;2016-06-30T21:00:00.000Z;1;ST4000DM000;Z305CE99;946
2018-01-10T11:10:17.292Z;1;4000787030016.0;2016-07-12T21:00:00.000Z;1;ST4000DM000;Z3014NPN;300
2018-01-10T11:27:54.941Z;1;4000787030016.0;2016-07-24T21:00:00.000Z;1;ST4000DM000;Z305DHNQ;550
2018-01-10T11:27:57.324Z;1;4000787030016.0;2016-07-24T21:00:00.000Z;1;ST4000DM000;Z305KVLL;1287
2018-01-10T11:15:04.960Z;1;4000787030016.0;2016-07-15T21:00:00.000Z;1;ST4000DM000;W3004Y7M;503
2018-01-10T11:19:02.142Z;1;4000787030016.0;2016-07-18T21:00:00.000Z;1;ST4000DM000;S30111L2;1101
2018-01-10T11:32:13.018Z;1;4000787030016.0;2016-07-26T21:00:00.000Z;1;ST4000DM000;Z300PM73;122
2018-01-10T11:35:16.053Z;1;4000787030016.0;2016-07-28T21:00:00.000Z;1;ST4000DM000;S300YBKS;427
2018-01-10T11:44:50.979Z;1;4000787030016.0;2016-08-04T21:00:00.000Z;1;ST4000DM000;Z3029ZR8;1693
2018-01-10T11:50:37.753Z;1;4000787030016.0;2016-08-08T21:00:00.000Z;1;ST4000DX000;Z1Z03F55;1013
2018-01-10T11:36:39.318Z;1;4000787030016.0;2016-07-29T21:00:00.000Z;1;ST4000DM000;Z30259G4;724
2018-01-10T11:33:41.982Z;1;4000787030016.0;2016-07-27T21:00:00.000Z;1;HGST HMS5C4040ALE640;PL2331LAGRWT0J;329
2018-01-10T11:33:42.055Z;1;4000787030016.0;2016-07-27T21:00:00.000Z;1;ST4000DM000;Z3042A2Q;466
2018-01-10T11:35:08.798Z;1;4000787030016.0;2016-07-28T21:00:00.000Z;1;ST4000DM000;Z3057FPB;407
2018-01-10T11:52:03.632Z;1;4000787030016.0;2016-08-08T21:00:00.000Z;1;ST4000DM000;Z300NK8E;992
2018-01-10T11:49:24.417Z;1;4000787030016.0;2016-08-07T21:00:00.000Z;1;ST4000DX000;Z1Z03JJ7;445
2018-01-10T11:39:47.362Z;1;4000787030016.0;2016-07-31T21:00:00.000Z;1;ST4000DM000;Z305KW22;982
2018-01-10T10:51:02.542Z;1;4000787030016.0;2016-07-01T21:00:00.000Z;1;ST4000DM000;Z30252GX;800
2018-01-10T11:01:52.547Z;1;4000787030016.0;2016-07-07T21:00:00.000Z;1;ST4000DM000;W300J5ZL;371
2018-01-10T11:05:44.988Z;1;4000787030016.0;2016-07-10T21:00:00.000Z;1;ST4000DM000;Z300W303;300
2018-01-10T11:09:15.681Z;1;4000787030016.0;2016-07-12T21:00:00.000Z;1;HGST HMS5C4040BLE640;PL1331LAHD2GDH;317
2018-01-10T08:56:09.323Z;1;8001563222016.0;2016-12-30T22:00:00.000Z;1;ST8000DM002;ZA10Q2F7;662
2018-01-10T10:54:54.726Z;1;4000787030016.0;2016-07-03T21:00:00.000Z;1;ST4000DM000;Z305APJ4;1840
2018-01-10T11:05:31.909Z;1;4000787030016.0;2016-07-10T21:00:00.000Z;1;ST4000DM000;Z3019HDN;775
2018-01-10T12:01:20.719Z;1;4000787030016.0;2016-08-14T21:00:00.000Z;1;ST4000DM000;Z304JGRB;31
2018-01-10T12:06:06.000Z;1;4000787030016.0;2016-08-17T21:00:00.000Z;1;ST4000DM000;S300WFAX;80
2018-01-10T12:14:37.556Z;1;4000787030016.0;2016-08-23T21:00:00.000Z;1;ST4000DM000;Z300KFN0;605
2018-01-10T11:55:16.089Z;1;4000787030016.0;2016-08-10T21:00:00.000Z;1;ST4000DM000;Z302CYFS;1777
2018-01-10T12:00:28.073Z;1;8001563222016.0;2016-08-13T21:00:00.000Z;1;ST8000DM002;ZA10Z4F2;635
2018-01-10T12:00:30.346Z;1;4000787030016.0;2016-08-13T21:00:00.000Z;1;ST4000DM000;Z304E7CZ;121
2018-01-10T12:11:24.223Z;1;4000787030016.0;2016-08-20T21:00:00.000Z;1;ST4000DM000;W300BJ07;1392
2018-01-10T12:14:06.967Z;1;4000787030016.0;2016-08-22T21:00:00.000Z;1;ST4000DM000;Z3040PZK;971
2018-01-10T11:58:59.435Z;1;4000787030016.0;2016-08-12T21:00:00.000Z;1;ST4000DM000;Z304JWNV;206
2018-01-10T12:07:21.766Z;1;4000787030016.0;2016-08-18T21:00:00.000Z;1;ST4000DM000;Z303R4WA;262
2018-01-10T12:29:30.380Z;1;4000787030016.0;2016-09-02T21:00:00.000Z;1;ST4000DM000;S301NK3V;39
2018-01-10T12:31:27.614Z;1;4000787030016.0;2016-09-03T21:00:00.000Z;1;ST4000DM000;S301PPYE;461
2018-01-10T12:16:11.322Z;1;4000787030016.0;2016-08-24T21:00:00.000Z;1;ST4000DM000;Z304KR1G;461
2018-01-10T12:33:31.519Z;1;6001175126016.0;2016-09-04T21:00:00.000Z;1;WDC WD60EFRX;WD-WXC1H3442013;1067
2018-01-10T12:17:40.072Z;1;8001563222016.0;2016-08-25T21:00:00.000Z;1;ST8000DM002;ZA110RTA;260
2018-01-10T12:25:02.923Z;1;4000787030016.0;2016-08-30T21:00:00.000Z;1;ST4000DM000;Z3023XA8;80
2018-01-10T12:32:21.413Z;1;4000787030016.0;2016-09-04T21:00:00.000Z;1;ST4000DM000;W300960V;1456
2018-01-10T12:18:34.094Z;1;4000787030016.0;2016-08-25T21:00:00.000Z;1;ST4000DM000;Z3041BT0;11
2018-01-10T12:20:38.445Z;1;4000787030016.0;2016-08-27T21:00:00.000Z;1;ST4000DM000;Z300GPL3;686
2018-01-10T12:20:51.840Z;1;4000787030016.0;2016-08-27T21:00:00.000Z;1;ST4000DM000;Z3025K82;242
2018-01-10T12:39:41.248Z;1;4000787030016.0;2016-09-08T21:00:00.000Z;1;ST4000DM000;Z3024CA7;181
2018-01-10T12:41:59.048Z;1;4000787030016.0;2016-09-10T21:00:00.000Z;1;ST4000DM000;Z3058MVP;1130
2018-01-10T12:35:23.405Z;1;4000787030016.0;2016-09-06T21:00:00.000Z;1;ST4000DM000;Z304KBTA;755
2018-01-10T12:37:10.539Z;1;160041885696.0;2016-09-07T21:00:00.000Z;1;WDC WD1600AAJS;WD-WCAV3D509504;1545
2018-01-10T12:43:39.674Z;1;4000787030016.0;2016-09-11T21:00:00.000Z;1;HGST HMS5C4040BLE640;PL1331LAHD0JSH;83
2018-01-10T12:36:14.669Z;1;4000787030016.0;2016-09-06T21:00:00.000Z;1;ST4000DM000;Z3025LA6;657
2018-01-10T12:32:49.814Z;1;4000787030016.0;2016-09-04T21:00:00.000Z;1;ST4000DM000;Z300GQ2V;427
2018-01-10T12:32:55.419Z;1;4000787030016.0;2016-09-04T21:00:00.000Z;1;ST4000DM000;Z3029ASC;72
2018-01-10T12:32:36.810Z;1;8001563222016.0;2016-09-04T21:00:00.000Z;1;ST8000DM002;ZA10ATDQ;711
2018-01-10T12:54:22.301Z;1;4000787030016.0;2016-09-19T21:00:00.000Z;1;ST4000DM000;Z300YTX5;713
2018-01-10T12:55:12.398Z;1;4000787030016.0;2016-09-20T21:00:00.000Z;1;ST4000DM000;Z3029Z3P;334
2018-01-10T12:55:37.892Z;1;4000787030016.0;2016-09-20T21:00:00.000Z;1;ST4000DM000;Z300K8FE;269
2018-01-10T12:56:46.027Z;1;4000787030016.0;2016-09-21T21:00:00.000Z;1;ST4000DM000;Z305D214;2742
2018-01-10T12:46:30.529Z;1;4000787030016.0;2016-09-13T21:00:00.000Z;1;ST4000DM000;Z3029F0E;6
2018-01-10T12:48:58.004Z;1;4000787030016.0;2016-09-15T21:00:00.000Z;1;ST4000DM000;Z302T681;1059
2018-01-10T12:49:24.977Z;1;6001175126016.0;2016-09-15T21:00:00.000Z;1;WDC WD60EFRX;WD-WXC1H3440683;819
2018-01-10T12:50:23.018Z;1;4000787030016.0;2016-09-16T21:00:00.000Z;1;ST4000DM000;Z3057DTN;310
2018-01-10T12:59:49.318Z;1;4000787030016.0;2016-09-23T21:00:00.000Z;1;HGST HMS5C4040ALE640;PL1331LAGRHGHH;1866
2018-01-10T13:00:31.221Z;1;4000787030016.0;2016-09-23T21:00:00.000Z;1;ST4000DM000;Z303VKE9;163
2018-01-10T13:00:49.788Z;1;6001175126016.0;2016-09-23T21:00:00.000Z;1;WDC WD60EFRX;WD-WX41D94RNDP3;137
2018-01-10T13:03:25.484Z;1;4000787030016.0;2016-09-25T21:00:00.000Z;1;ST4000DM000;Z3016PP6;2303
2018-01-01T12:07:24.815Z;1;4000787030016.0;2017-01-20T22:00:00.000Z;1;ST4000DM000;W300R8E5;1950
2018-01-01T12:15:50.140Z;1;4000787030016.0;2017-01-26T22:00:00.000Z;1;ST4000DM000;Z300GZEG;692
2018-01-01T12:16:03.390Z;1;4000787030016.0;2017-01-26T22:00:00.000Z;1;ST4000DM000;Z304L9JQ;409
2018-01-01T12:04:41.337Z;1;4000787030016.0;2017-01-18T22:00:00.000Z;1;ST4000DM000;W300BFT0;188
